,state_name,assembly_constituency_number,assembly_ constituency_name,candidate_name, SEX , AGE , CATEGORY ,party_name, SYMBOL , GENERAL , POSTAL , TOTAL , % VOTES POLLED ,total_votes_in_state
1835, TURNOUT , TOTAL : ,,,,,,,,161526,429.0,161955,64.96051149,
1836,Maharashtra,136,Bhiwandi West,Chaughule Mahesh Prabhakar,MALE,45.0,GENERAL,BJP,Lotus,58816,41.0,58857,42.38402489,275855.0
1837,Maharashtra,136,Bhiwandi West,Khalid (Guddu),MALE,48.0,GENERAL,IND,Bat,43937,8.0,43945,31.6456152,275855.0
1838,Maharashtra,136,Bhiwandi West,Khan Shoeb (Guddu),MALE,47.0,GENERAL,INC,Hand,28345,14.0,28359,20.42184552,275855.0
1839,Maharashtra,136,Bhiwandi West,Nagesh Shankar Mukadam,MALE,50.0,GENERAL,MNS,Railway Engine,2597,3.0,2600,1.872308556,275855.0
1840,Maharashtra,136,Bhiwandi West,Bonde Suhas Dhananjay,MALE,47.0,GENERAL,VBA,Gas Cylinder,2168,3.0,2171,1.563377645,275855.0
1841,Maharashtra,136,Bhiwandi West,NOTA,,,,NOTA,NOTA,1882,4.0,1886,1.358143822,275855.0
1842,Maharashtra,136,Bhiwandi West,Abusama Abuhuraira Khan,MALE,41.0,GENERAL,BSP,Elephant,704,,704,0.506963548,275855.0
1843,Maharashtra,136,Bhiwandi West,Shaeem Afaque Farooque,MALE,27.0,GENERAL,IND,Whistle,344,,344,0.247720824,275855.0
1844, TURNOUT , TOTAL : ,,,,,,,,138793,73.0,138866,50.34021497,
1845,Maharashtra,137,Bhiwandi East,Rais Kasam Shaikh,MALE,45.0,GENERAL,SP,Bicycle,45531,6.0,45537,35.2259981,269935.0
1846,Maharashtra,137,Bhiwandi East,Rupesh Laxman Mhatre,MALE,48.0,GENERAL,SHS,Bow and Arrow,44081,142.0,44223,34.20952882,269935.0
1847,Maharashtra,137,Bhiwandi East,Santosh Manjayya Shetty,MALE,50.0,GENERAL,INC,Hand,32165,33.0,32198,24.90736515,269935.0
1848,Maharashtra,137,Bhiwandi East,Budhesh Laxman Jadhav,MALE,48.0,SC,VBA,Gas Cylinder,2053,12.0,2065,1.597419375,269935.0
1849,Maharashtra,137,Bhiwandi East,Manoj Waman Gulvi,MALE,46.0,GENERAL,MNS,Railway Engine,1472,20.0,1492,1.154164507,269935.0
1850,Maharashtra,137,Bhiwandi East,NOTA,,,,NOTA,NOTA,1358,,1358,1.050506301,269935.0
1851,Maharashtra,137,Bhiwandi East,Najir Ahamad Siddiq Ansari,MALE,56.0,GENERAL,BSP,Elephant,550,1.0,551,0.426236356,269935.0
1852,Maharashtra,137,Bhiwandi East,Habibur Rehman Khan,MALE,59.0,GENERAL,PECP,Bat,508,,508,0.392972902,269935.0
1853,Maharashtra,137,Bhiwandi East,Narayan Pratap Vanga,MALE,31.0,GENERAL,BAHUMP,Whistle,255,,255,0.19726002,269935.0
1854,Maharashtra,137,Bhiwandi East,Santosh Lachhayya Shetty,MALE,32.0,GENERAL,IND,Pen Nib with Seven Rays,249,,249,0.192618607,269935.0
1855,Maharashtra,137,Bhiwandi East,Harun Jais Khan,MALE,30.0,GENERAL,IND,Television,216,,216,0.16709084,269935.0
1856,Maharashtra,137,Bhiwandi East,Sayed Kashif,MALE,53.0,GENERAL,IND,Key,191,,191,0.147751623,269935.0
1857,Maharashtra,137,Bhiwandi East,Momin Rais A. Khalik,MALE,52.0,GENERAL,IND,Auto- Rickshaw,164,,164,0.126865268,269935.0
1858,Maharashtra,137,Bhiwandi East,Salam Bastiwala,MALE,51.0,GENERAL,SMFB,Crane,152,,152,0.117582443,269935.0
1859,Maharashtra,137,Bhiwandi East,Dr. Nooruddin N. Ansari,MALE,45.0,GENERAL,IND,Cup & Saucer,111,1.0,112,0.086639695,269935.0
1860, TURNOUT , TOTAL : ,,,,,,,,129056,215.0,129271,47.88967714,
1861,Maharashtra,138,Kalyan West,VISHWANATH ATMARAM BHOIR,MALE,49.0,GENERAL,SHS,Bow and Arrow,65121,365.0,65486,34.50445229,452924.0
1862,Maharashtra,138,Kalyan West,NARENDRA BABURAO PAWAR,MALE,50.0,GENERAL,IND,Whistle,43085,124.0,43209,22.76674219,452924.0
1863,Maharashtra,138,Kalyan West,PRAKASH SUKHDEV BHOIR,MALE,48.0,GENERAL,MNS,Railway Engine,37880,195.0,38075,20.06164708,452924.0
1864,Maharashtra,138,Kalyan West,KANCHAN YOGESH KULKARNI,FEMALE,31.0,GENERAL,INC,Hand,11619,29.0,11648,6.137309658,452924.0
1865,Maharashtra,138,Kalyan West,AYAZ GULZAR MOLVI,MALE,47.0,GENERAL,AIMIM,Kite,10110,,10110,5.326940302,452924.0
1866,Maharashtra,138,Kalyan West,NARESH SHANI GAIKWAD,MALE,37.0,GENERAL,VBA,Gas Cylinder,9628,37.0,9665,5.092470625,452924.0
1867,Maharashtra,138,Kalyan West,NOTA,,,,NOTA,NOTA,3515,27.0,3542,1.866273249,452924.0
1868,Maharashtra,138,Kalyan West,SAJITHA JAYAKRISHNAN NAIR,FEMALE,37.0,GENERAL,IND,Slate,2090,1.0,2091,1.101744033,452924.0
1869,Maharashtra,138,Kalyan West,DHUMAL SUNIL GANGARAM,MALE,43.0,GENERAL,IND,Hat,1600,3.0,1603,0.844617735,452924.0
1870,Maharashtra,138,Kalyan West,ASHISH VIJAY TAMBE,MALE,30.0,GENERAL,BSP,Elephant,1507,6.0,1513,0.797196902,452924.0
1871,Maharashtra,138,Kalyan West,DR. NEETA ASHISH PATIL,FEMALE,38.0,GENERAL,SBBGP,Sewing Machine,619,2.0,621,0.327203752,452924.0
1872,Maharashtra,138,Kalyan West,NILESH R. JAIN / SHAH,MALE,38.0,GENERAL,IND,Tube light,532,2.0,534,0.281363612,452924.0
1873,Maharashtra,138,Kalyan West,YOGESH MOTIRAM KATHORE,MALE,31.0,GENERAL,IND,Cup & Saucer,481,4.0,485,0.255545603,452924.0
1874,Maharashtra,138,Kalyan West,SURESH KALURAM JADHAV,MALE,54.0,SC,IND,Almirah,348,1.0,349,0.183887455,452924.0
1875,Maharashtra,138,Kalyan West,NOVEL BALU SALVE,MALE,54.0,GENERAL,IND,Dish Antenna,335,,335,0.17651088,452924.0
1876,Maharashtra,138,Kalyan West,DR. VIJAY BHIKAJI PAGARE (JAYKHEDKAR),MALE,40.0,GENERAL,BALP,Plate Containing Food,200,,200,0.10537963,452924.0
1877,Maharashtra,138,Kalyan West,KAUSTUBH SATISHCHANDRA BAHULEKAR,MALE,33.0,GENERAL,IND,Chappals,180,,180,0.094841667,452924.0
1878,Maharashtra,138,Kalyan West,ADV. SWATI DHONDIRAM ZIMUR,FEMALE,39.0,SC,IND,Clip,143,1.0,144,0.075873334,452924.0
1879, TURNOUT , TOTAL : ,,,,,,,,188993,797.0,189790,41.90327737,
1880,Maharashtra,139,Murbad,Kisan Shankar Kathore,MALE,67.0,GENERAL,BJP,Lotus,173558,510.0,174068,74.75189061,397940.0
1881,Maharashtra,139,Murbad,Pramod Vinayak Hindurao,MALE,60.0,GENERAL,NCP,Clock,37933,95.0,38028,16.33077244,397940.0
1882,Maharashtra,139,Murbad,Deepak Pandharinath Khambekar,MALE,53.0,GENERAL,VBA,Gas Cylinder,8474,30.0,8504,3.651964047,397940.0
1883,Maharashtra,139,Murbad,NOTA,,,,NOTA,NOTA,6774,9.0,6783,2.912896535,397940.0
1884,Maharashtra,139,Murbad,Adv.Ratna Kishor Gaikwad,FEMALE,36.0,SC,BSP,Elephant,1999,4.0,2003,0.860169801,397940.0
1885,Maharashtra,139,Murbad,Pradeep Govind Rokade,MALE,49.0,SC,IND,Cup & Saucer,1558,3.0,1561,0.670356994,397940.0
1886,Maharashtra,139,Murbad,Chandrakant Bhaskar Pashte,MALE,32.0,GENERAL,PWPI,Cart,1097,,1097,0.471096491,397940.0
1887,Maharashtra,139,Murbad,Mayur Vinayak Yelve,MALE,41.0,SC,BMUP,Cot,816,1.0,817,0.350853084,397940.0
1888, TURNOUT , TOTAL : ,,,,,,,,232209,652.0,232861,58.51661054,
1889,Maharashtra,140,Ambernath ,Dr. Kinikar Balaji Pralhad,MALE,47.0,SC,SHS,Bow and Arrow,59862,221.0,60083,44.8651797,315581.0
1890,Maharashtra,140,Ambernath ,Rohit Chandrakant Salve,MALE,38.0,SC,INC,Hand,30738,51.0,30789,22.99076307,315581.0
1891,Maharashtra,140,Ambernath ,Dhananjay Bhimrao Surve,MALE,44.0,SC,VBA,Gas Cylinder,16203,71.0,16274,12.1521218,315581.0
1892,Maharashtra,140,Ambernath ,Sumedh Hiraman Bhawar,MALE,40.0,SC,MNS,Railway Engine,13604,31.0,13635,10.18152764,315581.0
1893,Maharashtra,140,Ambernath ,NOTA,,,,NOTA,NOTA,4310,12.0,4322,3.227323979,315581.0
1894,Maharashtra,140,Ambernath ,Pravin Motiram Kharat,MALE,57.0,SC,NCP,Clock,3312,11.0,3323,2.481350667,315581.0
1895,Maharashtra,140,Ambernath ,Dr. Dhammdeep Hemraj Ganvir,MALE,39.0,SC,BSP,Elephant,1305,5.0,1310,0.978203242,315581.0
1896,Maharashtra,140,Ambernath ,Kamlakar Nagorao Suryavanshi,MALE,56.0,SC,IND,Television,870,4.0,874,0.652633308,315581.0
1897,Maharashtra,140,Ambernath ,Raju Komrayya Deekonda,MALE,48.0,SC,IND,Helicopter,609,,609,0.4547525,315581.0
1898,Maharashtra,140,Ambernath ,Rambhau Mahadev Tayade,MALE,50.0,SC,IND,Cup & Saucer,599,1.0,600,0.448032019,315581.0
1899,Maharashtra,140,Ambernath ,Apeksha Dalavi,FEMALE,35.0,SC,IND,Gas Stove,429,1.0,430,0.321089614,315581.0
1900,Maharashtra,140,Ambernath ,Dilip Madhavrao Jagtap,MALE,60.0,SC,IND,Battery torch,275,,275,0.205348009,315581.0
1901,Maharashtra,140,Ambernath ,Jayesh Balaram Jadhav,MALE,35.0,SC,IND,Batsman,263,,263,0.196387368,315581.0
1902,Maharashtra,140,Ambernath ,Gaikwad Ramesh Kondiba,MALE,54.0,SC,IND,Sewing Machine,259,,259,0.193400488,315581.0
1903,Maharashtra,140,Ambernath ,Vinod Manohar Salve,MALE,45.0,SC,BMUP,Cot,238,,238,0.177719368,315581.0
1904,Maharashtra,140,Ambernath ,Deepak Chandrabhan Gade,MALE,28.0,SC,SMFB,Crane,235,,235,0.175479208,315581.0
1905,Maharashtra,140,Ambernath ,Rajaram Vasant Jadhav,MALE,42.0,SC,BVA,Whistle,213,1.0,214,0.159798087,315581.0
1906,Maharashtra,140,Ambernath ,Yatin Dattatray More,MALE,52.0,SC,IND,Auto- Rickshaw,185,1.0,186,0.138889926,315581.0
1907, TURNOUT , TOTAL : ,,,,,,,,133509,410.0,133919,42.43569797,
1908,Maharashtra,141,Ulhasnagar,Ailani Kumar Uttamchand,MALE,62.0,GENERAL,BJP,Lotus,43577,89.0,43666,39.84087736,233324.0
1909,Maharashtra,141,Ulhasnagar,Jyoti Pappu Kalani,FEMALE,68.0,GENERAL,NCP,Clock,41631,31.0,41662,38.01242689,233324.0
1910,Maharashtra,141,Ulhasnagar,Bhagwan Shankar Bhalerao,MALE,49.0,SC,IND,Pressure Cooker,8207,53.0,8260,7.536427587,233324.0
1911,Maharashtra,141,Ulhasnagar,Sajan Singh Labana,MALE,51.0,GENERAL,VBA,Gas Cylinder,5677,12.0,5689,5.190646071,233324.0
1912,Maharashtra,141,Ulhasnagar,NOTA,,,,NOTA,NOTA,4969,9.0,4978,4.541929362,233324.0
1913,Maharashtra,141,Ulhasnagar,Adv. Rajendra Sahebrao Bhalerao,MALE,53.0,SC,BSP,Elephant,938,3.0,941,0.858568809,233324.0
1914,Maharashtra,141,Ulhasnagar,Adv. Siddhart R. Sable,MALE,35.0,SC,IND,Cup & Saucer,703,2.0,705,0.643242306,233324.0
1915,Maharashtra,141,Ulhasnagar,Adv. Raj Chandwani,MALE,28.0,GENERAL,IND,Coat,583,1.0,584,0.532841854,233324.0
1916,Maharashtra,141,Ulhasnagar,Jogender Singh (Sonupunjabi) Dharm Raj Khusar,MALE,32.0,GENERAL,BVA,Whistle,552,,552,0.50364504,233324.0
1917,Maharashtra,141,Ulhasnagar,Abdulgaffar Sheikh,MALE,65.0,GENERAL,IND,Ring,467,,467,0.426091003,233324.0
1918,Maharashtra,141,Ulhasnagar,Kajal Kanayalal Mulchandani,FEMALE,35.0,GENERAL,IND,Key,460,1.0,461,0.4206166,233324.0
1919,Maharashtra,141,Ulhasnagar,Adv. Rajkumar Soni,MALE,42.0,GENERAL,IND,Television,286,,286,0.260946524,233324.0
1920,Maharashtra,141,Ulhasnagar,Laxmi Videsh Valmiki,FEMALE,44.0,GENERAL,IND,Battery torch,271,,271,0.247260518,233324.0
1921,Maharashtra,141,Ulhasnagar,Dnyaneshwar Lokhande Mahaaraz,MALE,37.0,GENERAL,IND,BISCUIT,258,1.0,259,0.236311712,233324.0
1922,Maharashtra,141,Ulhasnagar,Sandeep (Bhau) Pandit Gaikwad,MALE,38.0,SC,IND,Auto- Rickshaw,231,,231,0.2107645,233324.0
1923,Maharashtra,141,Ulhasnagar,Milind Kamble,MALE,35.0,SC,IND,Football,191,,191,0.174268483,233324.0
1924,Maharashtra,141,Ulhasnagar,Ramesh Bansilal Mimrot,MALE,30.0,SC,BMUP,Cot,181,,181,0.165144479,233324.0
1925,Maharashtra,141,Ulhasnagar,Bhatija Kamal Sunderdas,MALE,58.0,GENERAL,IND,Dish Antenna,125,,125,0.114050054,233324.0
1926,Maharashtra,141,Ulhasnagar,Ibrahim Abdul Sattar Ansari,MALE,55.0,GENERAL,IND,Bat,92,,92,0.08394084,233324.0
1927, TURNOUT , TOTAL : ,,,,,,,,109399,202.0,109601,46.97373609,
1928,Maharashtra,142,Kalyan East,Ganpat Kalu Gaikwad,MALE,51.0,GENERAL,BJP,Lotus,60155,177.0,60332,39.93856827,345802.0
1929,Maharashtra,142,Kalyan East,Dhananjay Baburao Bodare Alias Aaba,MALE,56.0,GENERAL,IND,COMPUTER,47858,217.0,48075,31.82468126,345802.0
1930,Maharashtra,142,Kalyan East,Prakash Balkrushna Tare,MALE,49.0,GENERAL,NCP,Clock,16708,49.0,16757,11.09279634,345802.0
1931,Maharashtra,142,Kalyan East,Ashwini Vinayak Thorat-Dhumal,FEMALE,30.0,SC,VBA,Gas Cylinder,12856,43.0,12899,8.538878077,345802.0
1932,Maharashtra,142,Kalyan East,NOTA,,,,NOTA,NOTA,3668,22.0,3690,2.442705644,345802.0
1933,Maharashtra,142,Kalyan East,Shailesh Rammurti Tiwari,MALE,42.0,GENERAL,IND,Television,2011,3.0,2014,1.333227417,345802.0
1934,Maharashtra,142,Kalyan East,Milind Chandrakant Belamkar,MALE,56.0,GENERAL,BSP,Elephant,1277,4.0,1281,0.847996187,345802.0
1935,Maharashtra,142,Kalyan East,Adv. Uday Rasal,MALE,47.0,SC,PHJSP,Cup & Saucer,998,4.0,1002,0.663303809,345802.0
1936,Maharashtra,142,Kalyan East,Balaji Ramdas Gaikwad,MALE,36.0,GENERAL,IND,Ring,873,1.0,874,0.578570388,345802.0
1937,Maharashtra,142,Kalyan East,Devendra Jagdish Singh,MALE,50.0,GENERAL,IND,Football,715,1.0,716,0.473977572,345802.0
1938,Maharashtra,142,Kalyan East,Akshay Manohar Mhatre,MALE,25.0,GENERAL,IND,Bat,572,,572,0.378652474,345802.0
1939,Maharashtra,142,Kalyan East,Soni Devram Ahire,FEMALE,34.0,SC,IND,Air Conditioner,528,2.0,530,0.35084932,345802.0
1940,Maharashtra,142,Kalyan East,Narendra Waman More,MALE,54.0,SC,IND,Gas Stove,472,,472,0.312454489,345802.0
1941,Maharashtra,142,Kalyan East,Harishchandra Dattu Patil,MALE,60.0,GENERAL,SanS,Auto- Rickshaw,400,,400,0.26479194,345802.0
1942,Maharashtra,142,Kalyan East,Patel Yogesh Shivram,MALE,28.0,GENERAL,IND,Whistle,327,,327,0.216467411,345802.0
1943,Maharashtra,142,Kalyan East,Abhijeet Ravi Tribhuvan,MALE,25.0,SC,BMUP,Cot,324,3.0,327,0.216467411,345802.0
1944,Maharashtra,142,Kalyan East,Apeksha Arun Dalvi,FEMALE,35.0,SC,IND,Almirah,254,1.0,255,0.168804862,345802.0
1945,Maharashtra,142,Kalyan East,Nandkumar Sambhaji Limkar,MALE,45.0,GENERAL,IND,Helicopter,182,,182,0.120480333,345802.0
1946,Maharashtra,142,Kalyan East,Chikane Sachin Suryakant,MALE,38.0,SC,SMFB,Crane,182,,182,0.120480333,345802.0
1947,Maharashtra,142,Kalyan East,Salvi Harshal Ravindra,MALE,29.0,GENERAL,IND,T.V. Remote,175,,175,0.115846474,345802.0
1948, TURNOUT , TOTAL : ,,,,,,,,150535,527.0,151062,43.68453624,
1949,Maharashtra,143,Dombivali,Chavan Ravindra Dattatray,MALE,49.0,GENERAL,BJP,Lotus,86110,117.0,86227,59.33104891,356082.0
1950,Maharashtra,143,Dombivali,Mandar Shrikant Halbe,MALE,44.0,GENERAL,MNS,Railway Engine,44851,65.0,44916,30.90578813,356082.0
1951,Maharashtra,143,Dombivali,Radhika Milind Gupte (Ketkar),FEMALE,65.0,GENERAL,INC,Hand,6604,9.0,6613,4.550271103,356082.0
1952,Maharashtra,143,Dombivali,NOTA,,,,NOTA,NOTA,4131,3.0,4134,2.844521509,356082.0
1953,Maharashtra,143,Dombivali,Damodar Dnyanba Kakde,MALE,38.0,SC,BSP,Elephant,2311,,2311,1.590152203,356082.0
1954,Maharashtra,143,Dombivali,Dr. Amitkumar Anandrao Goilkar,MALE,36.0,GENERAL,SBBGP,Sewing Machine,699,,699,0.480967715,356082.0
1955,Maharashtra,143,Dombivali,Bhagwat Dhondiba Gaikwad,MALE,53.0,GENERAL,IND,Auto- Rickshaw,432,,432,0.297250433,356082.0
1956, TURNOUT , TOTAL : ,,,,,,,,145138,194.0,145332,40.81419448,
1957,Maharashtra,144,Kalyan Rural,Pramod (Raju) Ratan Patil,MALE,45.0,GENERAL,MNS,Railway Engine,93818,109.0,93927,47.45849207,424976.0
1958,Maharashtra,144,Kalyan Rural,Mhatre Ramesh Sukrya,MALE,66.0,GENERAL,SHS,Bow and Arrow,86668,105.0,86773,43.84379074,424976.0
1959,Maharashtra,144,Kalyan Rural,Amol Dhanraj Kendre,MALE,33.0,GENERAL,VBA,Gas Cylinder,6189,10.0,6199,3.132168518,424976.0
1960,Maharashtra,144,Kalyan Rural,NOTA,,,,NOTA,NOTA,6082,10.0,6092,3.078104631,424976.0
1961,Maharashtra,144,Kalyan Rural,Shiva Krishnamurthy Iyer,MALE,57.0,GENERAL,IND,CCTV Camera,1156,,1156,0.58409208,424976.0
1962,Maharashtra,144,Kalyan Rural,Rakesh Kathod Patil,MALE,34.0,GENERAL,IND,Sewing Machine,899,,899,0.454237699,424976.0
1963,Maharashtra,144,Kalyan Rural,Roshan Harishchandra Patil,MALE,32.0,GENERAL,PWPI,Cart,664,1.0,665,0.336004527,424976.0
1964,Maharashtra,144,Kalyan Rural,Pandagle Suresh Ram,MALE,44.0,SC,BVA,Whistle,527,1.0,528,0.266782542,424976.0
1965,Maharashtra,144,Kalyan Rural,Chandrakant Vitthal Sonawane,MALE,35.0,SC,BMUP,Cot,457,1.0,458,0.231413644,424976.0
1966,Maharashtra,144,Kalyan Rural,Patil Vinaya Vishwanath,FEMALE,38.0,GENERAL,IND,Crane,440,,440,0.222318785,424976.0
1967,Maharashtra,144,Kalyan Rural,Sudhakar Omprakash Thapliyal,MALE,43.0,GENERAL,AIFB,Lion,365,,365,0.184423537,424976.0
1968,Maharashtra,144,Kalyan Rural,Krishnakant Chandrakant Ranpise,MALE,32.0,SC,IND,Air Conditioner,228,1.0,229,0.115706822,424976.0
1969,Maharashtra,144,Kalyan Rural,Jadhav Zumbar Lukas,MALE,50.0,SC,IND,Wheel Barrow,183,,183,0.092464404,424976.0
1970, TURNOUT , TOTAL : ,,,,,,,,197676,238.0,197914,46.57062987,
1971,Maharashtra,145,Mira Bhayandar,Geeta Bharat Jain,FEMALE,55.0,GENERAL,IND,Bat,79527,48.0,79575,37.59993574,437178.0
1972,Maharashtra,145,Mira Bhayandar,Narendra Mehta,MALE,47.0,GENERAL,BJP,Lotus,63992,57.0,64049,30.26375475,437178.0
1973,Maharashtra,145,Mira Bhayandar,Muzaffar Hussain,MALE,53.0,GENERAL,INC,Hand,55899,40.0,55939,26.43170349,437178.0
1974,Maharashtra,145,Mira Bhayandar,Haresh Eknath Sutar,MALE,34.0,GENERAL,MNS,Railway Engine,3929,7.0,3936,1.85979701,437178.0
1975,Maharashtra,145,Mira Bhayandar,NOTA,,,,NOTA,NOTA,2621,2.0,2623,1.239392164,437178.0
1976,Maharashtra,145,Mira Bhayandar,CA Narendra Bhambwani,MALE,54.0,GENERAL,AAAP,Broom,2042,,2042,0.964864201,437178.0
1977,Maharashtra,145,Mira Bhayandar,Salim Abbas Khan,MALE,63.0,GENERAL,VBA,Gas Cylinder,1417,4.0,1421,0.671435862,437178.0
1978,Maharashtra,145,Mira Bhayandar,Kirtawade Vidhyadhar Bhimrao,MALE,52.0,GENERAL,BSP,Elephant,573,3.0,576,0.272165416,437178.0
1979,Maharashtra,145,Mira Bhayandar,Jangam Pradeep Dilip,MALE,35.0,GENERAL,IND,Auto- Rickshaw,527,,527,0.249012455,437178.0
1980,Maharashtra,145,Mira Bhayandar,Faheem Ahmed Shaikh,MALE,26.0,GENERAL,NAP,Tube light,515,,515,0.243342343,437178.0
1981,Maharashtra,145,Mira Bhayandar,Ravindra Babasaheb Kharat,MALE,30.0,SC,IND,Cup & Saucer,178,,178,0.084106674,437178.0
1982,Maharashtra,145,Mira Bhayandar,Mahesh Desai,MALE,60.0,GENERAL,IND,Bread Toaster,129,,129,0.060953713,437178.0
1983,Maharashtra,145,Mira Bhayandar,Birju Ramkumar Choudhary,MALE,48.0,GENERAL,SBSP,Walking Stick,126,,126,0.059536185,437178.0
1984, TURNOUT , TOTAL : ,,,,,,,,211475,161.0,211636,48.4095723,
1985,Maharashtra,146,Ovala - Majiwada,PRATAP BABURAO SARNAIK,MALE,55.0,GENERAL,SHS,Bow and Arrow,117289,304.0,117593,60.71854556,449717.0
1986,Maharashtra,146,Ovala - Majiwada,CHAVAN VIKRANT BHIMSEN,MALE,52.0,GENERAL,INC,Hand,33517,68.0,33585,17.34144339,449717.0
1987,Maharashtra,146,Ovala - Majiwada,SANDEEP DINKAR PACHANGE,MALE,33.0,GENERAL,MNS,Railway Engine,21071,61.0,21132,10.91140038,449717.0
1988,Maharashtra,146,Ovala - Majiwada,DIVEKAR KISHOR TATERAO,MALE,38.0,GENERAL,VBA,Gas Cylinder,6481,11.0,6492,3.352111076,449717.0
1989,Maharashtra,146,Ovala - Majiwada,NOTA,,,,NOTA,NOTA,6047,7.0,6054,3.125952011,449717.0
1990,Maharashtra,146,Ovala - Majiwada,SANAULLAH MAJHAR HUSAIN CHAUDHARI,MALE,43.0,GENERAL,IND,Bat,3360,,3360,1.734918856,449717.0
1991,Maharashtra,146,Ovala - Majiwada,VIKAS KRISHNA MUKADAM,MALE,40.0,GENERAL,SBBGP,Sewing Machine,1295,1.0,1296,0.669182987,449717.0
1992,Maharashtra,146,Ovala - Majiwada,TIRPUDE UTTAM KISANRAO,MALE,64.0,GENERAL,BSP,Elephant,1265,2.0,1267,0.654208985,449717.0
1993,Maharashtra,146,Ovala - Majiwada,ATULLA ZAKAULLA KHAN,MALE,41.0,GENERAL,BMUP,Cot,719,,719,0.371251981,449717.0
1994,Maharashtra,146,Ovala - Majiwada,RAVINDRA SITARAM DUNGHAV,MALE,45.0,SC,IND,Cup & Saucer,529,,529,0.273146451,449717.0
1995,Maharashtra,146,Ovala - Majiwada,SAGAR RAVINDRA SALUNKHE,MALE,30.0,GENERAL,MAHKRS,DIAMOND,465,2.0,467,0.241133067,449717.0
1996,Maharashtra,146,Ovala - Majiwada,DHEERAJ PANDEY,MALE,34.0,GENERAL,IND,FLUTE,391,,391,0.201890855,449717.0
1997,Maharashtra,146,Ovala - Majiwada,SALMAN AZIMULLA HASHMI,MALE,34.0,GENERAL,IND,Television,338,,338,0.174524575,449717.0
1998,Maharashtra,146,Ovala - Majiwada,RAMPRAVESH M. CHAUBEY,MALE,64.0,GENERAL,JP,Haldhar Within Wheel (Chakra Haldhar),263,1.0,264,0.136315053,449717.0
1999,Maharashtra,146,Ovala - Majiwada,SANTOSH PANDIT KATARNAVARE,MALE,49.0,SC,APoI,Coat,182,,182,0.093974771,449717.0
2000, TURNOUT , TOTAL : ,,,,,,,,193212,457.0,193669,43.06463843,
2001,Maharashtra,147,Kopri-Pachpakhadi,EKNATH SAMBHAJI SHINDE,MALE,55.0,GENERAL,SHS,Bow and Arrow,113153,344.0,113497,65.35511511,352995.0
2002,Maharashtra,147,Kopri-Pachpakhadi,GHADIGAONKAR SANJAY PANDURANG,MALE,44.0,GENERAL,INC,Hand,24175,22.0,24197,13.93338785,352995.0
2003,Maharashtra,147,Kopri-Pachpakhadi,MAHESH PARSHURAM KADAM,MALE,39.0,GENERAL,MNS,Railway Engine,21477,36.0,21513,12.38785687,352995.0
2004,Maharashtra,147,Kopri-Pachpakhadi,BAGWE UNMESH B.,MALE,52.0,GENERAL,VBA,Gas Cylinder,5905,20.0,5925,3.411799933,352995.0
2005,Maharashtra,147,Kopri-Pachpakhadi,NOTA,,,,NOTA,NOTA,5134,13.0,5147,2.96380325,352995.0
2006,Maharashtra,147,Kopri-Pachpakhadi,PRABHAKAR BABURAO WAGH,MALE,49.0,SC,BSP,Elephant,1045,2.0,1047,0.602895279,352995.0
2007,Maharashtra,147,Kopri-Pachpakhadi,VIJAY DYANOBA GHATE,MALE,50.0,SC,RBS,Tractor Chalata Kissan,698,1.0,699,0.402506017,352995.0
2008,Maharashtra,147,Kopri-Pachpakhadi,SUREN (BABU) ANANT KOLI,MALE,61.0,GENERAL,RMGP,Boat with Man and Sail,593,1.0,594,0.34204374,352995.0
2009,Maharashtra,147,Kopri-Pachpakhadi,RAVINDRA SHIVRAM SALUNKHE,MALE,55.0,GENERAL,MAHKRS,DIAMOND,376,1.0,377,0.217088367,352995.0
2010,Maharashtra,147,Kopri-Pachpakhadi,LEELA PRABHULAL CHAVAN,FEMALE,58.0,GENERAL,IND,Pressure Cooker,249,1.0,250,0.143957803,352995.0
2011,Maharashtra,147,Kopri-Pachpakhadi,TUSHAR DASHRATH LOGADE,MALE,37.0,GENERAL,IND,Whistle,237,1.0,238,0.137047829,352995.0
2012,Maharashtra,147,Kopri-Pachpakhadi,SADHANA SUDHAKAR SHINDE,FEMALE,63.0,SC,APoI,Coat,178,,178,0.102497956,352995.0
2013, TURNOUT , TOTAL : ,,,,,,,,173220,442.0,173662,49.19673083,
2014,Maharashtra,148,Thane,KELKAR SANJAY MUKUND,MALE,63.0,GENERAL,BJP,Lotus,91771,527.0,92298,51.77776032,337846.0
2015,Maharashtra,148,Thane,AVINASH ANANT JADHAV,MALE,37.0,GENERAL,MNS,Railway Engine,72431,443.0,72874,40.88119467,337846.0
2016,Maharashtra,148,Thane,NOTA,,,,NOTA,NOTA,5511,36.0,5547,3.111781799,337846.0
2017,Maharashtra,148,Thane,EKNATH ANANDA JADHAV (BHAU),MALE,51.0,GENERAL,IND,Gas Cylinder,3960,36.0,3996,2.241694622,337846.0
2018,Maharashtra,148,Thane,KEDARNATH RUPARAM BHARTI,MALE,55.0,GENERAL,BSP,Elephant,2318,15.0,2333,1.308777166,337846.0
2019,Maharashtra,148,Thane,GODBOLE YOGESH VISHWANATH (SAMIR),MALE,41.0,GENERAL,BAHUMP,Whistle,1209,1.0,1210,0.678791415,337846.0
2020, TURNOUT , TOTAL : ,,,,,,,,177200,1058.0,178258,52.76309324,
